frameNum,rotation,translation,imu angular velocity,imu linear velocity,groundtruth
1894,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1895,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1896,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1897,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1898,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1899,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1900,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1901,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1902,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1903,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1904,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1905,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1906,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1907,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1908,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1909,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1910,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1911,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1912,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1913,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1914,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1915,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1916,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1917,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1918,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1919,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1920,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1921,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1922,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1923,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1924,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1925,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1926,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1927,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1928,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1929,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1930,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1931,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1932,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1933,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1934,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1935,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1936,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1937,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1938,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1939,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1940,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1941,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1942,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1943,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1944,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1945,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1946,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1947,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1948,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1949,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1950,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1951,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1952,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1953,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1954,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1955,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1956,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1957,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1958,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1959,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1960,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1961,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1962,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1963,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
1964,"[[[[-0.13123535  0.7869823   0.60285665], [-0.68312004  0.36890397 -0.63028317], [-0.71841791 -0.49453889  0.48919014]]]]","[[[[-0.44112454], [ 0.6162694], [-0.65239648]]]]","[0.319744318965, 0.151494579073, -0.173136661798]","[7.55929270833, -1.446480875, -6.01474533333]","[0.0, 0.0, 0.0]"
